tot_emd,to_ga_001,to_ga_002,ga_sd_001,ga_sd_002,ga_sd_003,ga_sd_004,ga_sd_005,ga_sd_006,ga_sd_999
21090750,10038,2.53,2458,5107,386,0,1962,49,0
21100510,7977,2.47,1811,3711,358,0,1993,23,0
21100520,5708,2.41,1173,2714,280,0,1487,16,0
21100530,5699,2.26,1150,2307,216,0,1920,64,0
21100540,4833,2.34,1021,2134,201,0,1415,22,0
21100550,10855,2.51,2274,5442,451,0,2560,32,0
21100560,9710,2.2,1719,3841,334,0,3617,148,0
21100570,11974,2.22,1885,4514,301,0,5003,175,0
21100580,7498,2.25,1350,3311,268,0,2471,19,0
21100590,6245,2.49,1298,3075,234,0,1564,17,0
21100600,4977,2.49,889,2317,162,0,1524,37,0
21100610,10757,2.51,2088,5444,368,0,2695,55,0
21100620,15769,2.44,2914,7777,563,0,4271,101,0
21100630,11535,2.33,2048,5477,333,0,3469,67,0
21100640,4345,2.66,1017,2292,158,0,804,24,0
21100650,7641,2.56,1687,3740,353,0,1765,33,0
21100660,3025,2.07,648,1056,125,0,1122,29,0
21110510,3019,2.01,580,1050,121,0,1243,0,0
21110520,4574,2.14,896,1807,141,0,1659,5,0
21110570,4220,2.03,814,1525,134,0,1686,18,0
21110580,6755,2.38,1330,3106,277,0,1954,38,0
21110590,6998,2.51,1356,3253,288,0,2007,33,0
21110600,5792,2.26,1199,2538,172,0,1790,41,0
21110610,10573,1.74,1181,2524,195,0,6335,275,0
21110640,962,2.44,289,321,45,0,268,32,0
21110670,3975,2.43,1013,1693,176,0,1026,24,0
21110680,14149,2.22,2550,5430,462,0,5529,47,0
21110690,7257,2.52,1521,3672,305,0,1668,19,0
21110700,12548,2.62,2781,6395,580,0,2678,16,0
21110710,409,2.5,74,193,25,0,107,6,0
21110720,5102,2.18,1094,1932,188,0,1814,20,0
21110730,3854,2.16,862,1453,130,0,1345,19,0
21110740,11107,2.67,1977,4910,357,0,3630,156,0
21120510,2841,2.12,746,883,122,0,992,87,0
21120520,2731,2.37,656,1091,165,0,755,43,0
21120530,1935,2.09,581,598,63,0,620,68,0
21120550,1045,2.16,355,324,57,0,285,16,0
21120560,7096,2.31,1164,3055,242,0,2489,76,0
21120561,5388,2.33,919,2393,115,0,1812,81,0
21120580,1585,2.07,553,420,16,0,533,40,0
21120590,14785,2.68,2813,8553,416,0,2738,83,0
21120600,9732,2.96,1505,6238,500,0,1402,17,0
21130510,10929,2.72,2189,5919,448,0,2202,48,0
21130520,4166,2.76,877,2286,243,0,728,7,0
21130530,4369,2.28,961,1827,190,0,1331,32,0
21130540,4050,2.63,804,2144,204,0,845,0,0
21130550,6480,2.46,1351,3176,307,0,1577,26,0
21130560,6573,2.29,1368,2884,247,0,1949,76,0
21130570,3433,2.12,706,1381,114,0,1186,21,0
21130580,7839,2.08,1458,2785,263,0,3133,146,0
21130590,8721,1.8,1308,2274,134,0,4631,316,0
21130600,7353,2.31,1510,3139,307,0,2280,58,0
21130620,5861,2.43,1117,2900,194,0,1569,22,0
21130630,13624,2.6,2846,7316,552,0,2757,10,0
21140510,5677,2.36,1165,2392,293,0,1705,71,0
21140520,4473,2.48,1113,2159,193,0,925,42,0
21140530,6993,2.04,1517,2330,245,0,2737,119,0
21140540,10914,2.46,2464,5123,529,0,2656,37,0
21140550,4793,2.34,1026,2199,200,0,1291,30,0
21140560,12102,2.03,2004,4152,347,0,5213,301,0
21140570,8297,2.12,1495,3073,324,0,3188,175,0
21140580,5297,1.89,864,1496,109,0,2652,131,0
21140590,4786,2.28,927,1843,184,0,1712,92,0
21140600,10855,2.32,2323,4675,474,0,3150,136,0
21150510,2773,2.18,498,1044,84,0,1108,5,0
21150520,11128,2.44,2338,5487,431,0,2753,24,0
21150540,6454,1.67,841,1932,46,0,3492,68,0
21150550,3930,2.25,663,1682,136,0,1396,15,0
21150560,5269,2.44,1057,2551,180,0,1418,10,0
21150570,10436,2.05,1660,3406,264,0,4851,175,0
21150600,6186,2.47,1268,3132,166,0,1536,15,0
21150610,10555,2.35,1756,4299,316,0,3967,132,0
21150620,5423,2.45,1057,2572,234,0,1503,15,0
21150630,11404,2.59,2311,5962,392,0,2568,53,0
21150640,10269,2.75,1896,5946,471,0,1860,15,0
21150650,6344,2.09,1210,2430,216,0,2394,27,0
21310110,13495,2.35,2489,6011,467,0,4271,126,0
21310111,8646,2.39,1763,3810,382,0,2506,125,0
21310120,3616,2.29,832,1177,139,0,1331,101,0
21310130,7231,2.57,1097,3801,289,0,1944,22,0
21310131,18810,2.75,2915,11265,798,0,3627,49,0
21310132,3465,2.47,713,1728,120,0,843,31,0
21310310,3477,2.22,897,1224,184,0,1083,57,0
21310330,3438,2.25,876,1315,185,0,1003,41,0
22010540,3528,1.89,372,910,67,0,2070,82,0
22010560,2726,1.62,346,529,48,0,1709,81,0
22010590,2276,1.82,359,557,63,0,1228,61,0
22010610,2232,2.25,429,879,59,0,806,35,0
22010620,3056,2.55,660,1577,139,0,632,20,0
22010640,2490,2.01,407,802,53,0,1147,62,0
22010650,1528,2.03,264,486,65,0,664,41,0
22010660,2714,2.52,491,1236,110,0,833,5,0
22010670,4728,2.47,1008,2362,214,0,1091,17,0
22010680,3093,2.35,657,1364,144,0,876,26,0
22010690,1143,2.1,255,401,53,0,408,23,0
22010700,4693,1.87,751,1268,140,0,2408,99,0
22020510,3582,2.12,751,1317,139,0,1318,11,0
22020520,4536,2.44,870,2286,193,0,1146,11,0
22020530,3648,2.28,773,1553,150,0,1114,25,0
22020540,6570,2.02,1171,2234,229,0,2817,73,0
22020550,2908,2.19,625,1161,136,0,943,10,0
22020560,5769,2.26,1216,2486,229,0,1761,33,0
22020580,4847,2.45,967,2317,217,0,1262,25,0
22020590,4034,1.79,626,1093,100,0,2091,95,0
22020600,6210,2.18,1288,2459,267,0,2127,22,0
22020610,6378,2.28,1188,2785,258,0,2065,23,0
22020620,1665,2.35,392,724,87,0,438,5,0
22020630,9938,2.61,1918,5265,424,0,2200,22,0
22020650,4372,2.23,844,1836,206,0,1434,7,0
22020660,6637,2.34,1297,2868,309,0,2083,16,0
22020680,7475,2.41,1711,3503,331,0,1837,27,0
22020690,6222,2.37,1281,2725,357,0,1793,10,0
22020710,5568,2.57,1619,2195,308,0,1371,31,0
22020730,18517,2.28,3044,8433,595,0,6128,149,0
22020740,4151,2.35,944,1904,183,0,1061,11,0
22020750,10988,2.39,1812,5012,303,0,3656,103,0
22020751,15153,2.68,2810,8545,645,0,2948,59,0
22030510,3985,2.27,813,1603,146,0,1354,42,0
22030520,4562,2.19,871,1822,203,0,1607,28,0
22030530,7323,2.27,1445,3119,270,0,2385,35,0
22030540,4314,2.22,797,1826,201,0,1446,11,0
22030550,4351,2.13,871,1634,186,0,1587,44,0
22030560,4253,2.28,822,1922,180,0,1278,5,0
22030570,2896,2.08,551,1113,100,0,1105,8,0
22030580,3455,2.21,633,1496,136,0,1149,5,0
22030590,4979,2.08,974,1822,194,0,1949,9,0
22030600,3501,2.2,651,1455,162,0,1198,0,0
22030610,3320,2.4,657,1549,171,0,925,0,0
22030620,4486,2.31,816,1899,194,0,1532,5,0
22030630,7567,2.34,1350,3426,325,0,2376,21,0
22030640,1090,2.39,238,413,27,0,396,0,0
22030650,2327,2.31,488,949,97,0,766,0,0
22030660,7974,2.57,1621,3914,315,0,1986,34,0
22030680,3597,2.16,691,1401,136,0,1302,35,0
22040510,5256,2.35,1091,2321,229,0,1512,67,0
22040530,4510,1.94,792,1442,142,0,2056,40,0
22040540,4215,2.4,1047,1722,228,0,1152,26,0
22040550,7071,2.2,1385,2667,284,0,2627,35,0
22040560,5331,2.1,929,2000,215,0,2122,32,0
22040570,6060,1.93,946,1776,186,0,3037,58,0
22040580,5512,2.08,904,1895,178,0,2464,17,0
22040590,5214,2.11,956,1891,200,0,2081,39,0
22040600,4035,1.94,668,1246,127,0,1930,25,0
22040610,4756,1.99,769,1564,161,0,2180,42,0
22040640,7692,1.99,1248,2532,221,0,3543,58,0
22040650,4510,2.07,812,1501,124,0,1979,36,0
22040660,4106,2.08,787,1437,139,0,1689,10,0
22050510,1855,2.17,393,721,74,0,630,32,0
22050520,9112,2.49,1632,4477,343,0,2495,85,0
22050550,1827,2.26,390,756,58,0,582,18,0
22050560,6896,2.73,1268,3921,336,0,1284,15,0
22050570,7246,2.78,1410,4157,402,0,1197,19,0
22050610,5078,1.9,828,1684,152,0,2336,12,0
22050620,4606,2.42,900,2237,165,0,1250,16,0
22050630,6368,2.25,681,1243,111,0,4199,98,0
22050640,4649,1.95,763,1441,185,0,2207,22,0
22050650,4627,1.64,520,1017,85,0,2882,94,0
22050660,10212,2.66,1773,5629,373,0,2307,22,0
22050700,2923,2.37,602,1359,99,0,811,16,0
22050710,11102,2.48,2078,5455,432,0,2985,64,0
22050740,10328,2.38,1808,4998,351,0,3035,46,0
22050750,12979,2.56,2390,6933,391,0,3068,57,0
22050751,1125,2.28,231,464,63,0,351,5,0
22050760,10488,2.51,1987,5240,421,0,2733,17,0
22050770,6871,2.48,1282,3395,283,0,1864,10,0
22050780,10263,2.34,1789,4235,322,0,3760,42,0
22050790,12951,2.74,2051,7927,470,0,2357,8,0
22050810,5510,2.24,1206,2358,169,0,1719,8,0
22050820,10309,2.76,1483,6538,225,0,1878,34,0
22050830,9230,2.56,1391,4949,243,0,2499,37,0
22050840,8141,2.24,1437,3232,338,0,3004,75,0
22060510,5837,2.67,1138,3210,255,0,1165,5,0
22060520,6276,2.32,1125,2740,230,0,2104,29,0
22060530,5446,2.69,863,3161,225,0,1119,14,0
22060540,5967,2.99,740,4107,274,0,766,5,0
22060550,8370,2.71,1764,4481,494,0,1568,0,0
22060560,4851,2.35,840,2148,258,0,1567,11,0
22060570,6095,2.92,980,3807,329,0,937,0,0
22060580,6889,2.61,1373,3625,393,0,1440,7,0
22060590,4286,2.71,719,2431,202,0,872,18,0
22060600,5766,2.57,1281,2914,303,0,1220,6,0
22060610,8232,2.81,1430,5168,343,0,1219,0,0
22060620,5230,2.18,875,1884,195,0,2173,50,0
22060630,4710,2.06,828,1645,181,0,1943,76,0
22060640,6963,2.27,1386,2826,286,0,2319,87,0
22060650,5416,2.46,1349,2533,238,0,1235,10,0
22060660,6022,2.2,1088,2441,179,0,2163,89,0
22060670,9743,2.25,1701,4237,379,0,3314,33,0
22060680,7780,2.45,1583,3931,309,0,1876,11,0
22060690,5700,1.99,1040,2131,145,0,2307,11,0
22060700,5706,2.63,1200,3132,265,0,1063,5,0
22060710,10829,2.84,1938,6719,493,0,1580,0,0
22060720,9623,2.75,1967,5522,430,0,1622,11,0
22060730,12169,2.74,2193,7278,499,0,2073,22,0
22070550,3968,2.21,780,1570,137,0,1427,11,0
22070560,8512,2.51,1428,4503,296,0,2158,61,0
22070570,10874,2.44,1994,5392,416,0,2971,17,0
22070580,6695,2.15,1154,2715,206,0,2553,5,0
22070590,6737,2.52,1165,3530,245,0,1696,34,0
22070600,8879,2.58,1542,4926,288,0,2028,17,0
22070610,17535,1.99,2119,5648,265,0,9157,151,0
22070620,13450,3.12,1927,9582,654,0,1126,5,0
22070630,8062,2.06,1302,3013,194,0,3429,39,0
22070640,27415,2.71,5011,15906,1122,0,5116,29,0
22070650,13916,2.78,2944,8260,640,0,1965,11,0
22070660,8347,2.25,1489,3592,292,0,2855,47,0
22070670,5842,1.94,1009,2193,78,0,2467,8,0
22070680,13502,2.65,2845,7710,496,0,2320,15,0
22070690,9114,2.1,1598,3492,279,0,3614,23,0
22070700,8562,2.11,1510,3329,286,0,3346,23,0
22070710,6066,2.2,1076,2465,214,0,2221,39,0
22070720,12039,2.58,2157,6542,380,0,2809,24,0
22070730,11066,2.61,1922,6411,254,0,2328,17,0
22070740,6539,2.47,1324,3400,198,0,1527,9,0
22070750,9917,2.38,1879,4487,393,0,3021,56,0
22070760,7607,1.98,1273,2414,251,0,3532,64,0
22310110,15098,2.67,3173,8181,603,0,2957,26,0
22310111,2788,2.42,555,1297,125,0,772,6,0
22310120,7659,2.37,1480,3390,187,0,2381,113,0
22310130,32002,2.72,5969,18744,1040,0,5767,108,0
22310140,9611,2.76,1583,5898,231,0,1737,29,0
22310141,1006,2.02,296,271,48,0,375,10,0
22310150,9294,2.42,2141,4409,315,0,2257,61,0
22310160,9611,2.27,1544,3489,242,0,4133,136,0
22310310,3082,2.52,861,1234,164,0,772,20,0
22310320,1506,2.32,419,508,76,0,476,11,0
22310360,4094,2.14,788,1532,63,0,1590,54,0
23010520,2728,2.16,545,969,113,0,953,130,0
23010530,2183,2.16,395,781,82,0,841,65,0
23010540,5327,2.36,978,2372,246,0,1574,106,0
23010560,1813,2.13,333,739,67,0,622,44,0
23010570,1677,1.94,265,566,57,0,728,59,0
23010580,2580,2.19,474,853,72,0,1067,95,0
23010600,1275,2.3,268,467,46,0,443,51,0
23010610,1902,2.24,382,814,78,0,576,37,0
23010630,1853,1.9,523,477,60,0,713,73,0
23010640,6140,2.48,830,2917,196,0,1883,255,0
23010641,7586,1.56,600,895,61,0,5665,330,0
23010650,6798,2.01,1239,1975,219,0,3043,295,0
23010660,13798,2.63,2410,7608,468,0,2835,304,0
23020510,2884,2.38,518,1388,117,0,790,47,0
23020520,2535,2.36,506,1140,127,0,705,27,0
23020530,3378,2.32,667,1486,153,0,1011,26,0
23020550,3987,2.58,841,2119,190,0,793,20,0
23020570,1772,2.05,345,656,61,0,674,24,0
23020580,651,2.48,130,305,49,0,155,9,0
23020590,1363,2.09,263,485,63,0,530,16,0
23020600,3218,2.45,593,1565,162,0,838,31,0
23020610,1489,2.65,279,774,91,0,323,13,0
23020630,2582,2.53,497,1298,117,0,615,32,0
23020640,1324,2.3,264,503,76,0,455,12,0
23040510,7636,2.55,1283,4007,366,0,1819,93,0
23040520,7445,2.29,1191,3199,307,0,2543,127,0
23040530,9278,2.13,1320,3494,321,0,3704,382,0
23040540,9133,2.28,1372,4131,313,0,3135,107,0
23040550,7015,2.38,1191,3363,188,0,2127,81,0
23040560,11128,2.22,1804,4626,417,0,3899,304,0
23040570,8479,2.85,1593,5207,420,0,1119,61,0
23040580,6525,2.76,1208,4051,237,0,914,44,0
23040590,5533,3.24,840,3913,453,0,276,0,0
23040600,7589,2.69,1302,4288,373,0,1499,58,0
23040640,11173,3.05,1731,6755,703,0,1822,63,0
23040650,16704,2.94,2420,9659,645,0,3625,187,0
23040660,11160,3.03,1448,7644,576,0,1315,42,0
23040670,11630,2.7,1965,6837,380,0,2192,120,0
23050510,11915,2.62,1880,6551,448,0,2748,177,0
23050520,11917,2.92,1957,7640,680,0,1492,40,0
23050530,14153,1.94,1836,4481,330,0,6751,685,0
23050540,6940,2.18,1128,2832,207,0,2530,198,0
23050550,10014,2.28,1787,4342,363,0,3234,201,0
23050560,8493,2.53,1420,4209,453,0,2158,203,0
23050570,11641,2.33,1995,5501,451,0,3356,287,0
23050580,11679,2.39,2055,5535,432,0,3278,268,0
23050590,7479,2.04,1200,2948,167,0,2962,118,0
23050600,9034,2.66,1586,5142,450,0,1717,53,0
23050610,6680,2.6,1200,3678,282,0,1384,80,0
23050620,8445,2.49,1613,4476,286,0,1928,43,0
23050630,6744,2.26,1199,3058,206,0,2088,141,0
23050640,9460,2.58,1670,5060,406,0,2132,82,0
23050670,8250,2.52,1640,4223,334,0,1871,118,0
23050720,11704,2.53,1838,6070,475,0,3059,169,0
23050730,13400,2.38,2324,6146,438,0,4118,248,0
23050740,14072,2.82,2037,8403,561,0,2750,143,0
23050750,7218,2.72,1447,3909,452,0,1310,37,0
23050760,14466,2.59,2221,8029,471,0,3495,94,0
23060510,15136,2.34,2496,7026,560,0,4588,339,0
23060520,8170,2.24,1374,3535,303,0,2705,211,0
23060530,5601,2.24,942,2364,224,0,1901,142,0
23060540,15889,2.23,2513,6783,547,0,5461,508,0
23060550,14212,2.28,2239,6501,527,0,4393,489,0
23060560,6438,2.2,1018,2780,204,0,2253,139,0
23060570,5369,2.43,1005,2515,191,0,1557,65,0
23060580,10317,2.99,1654,6835,633,0,1096,16,0
23060590,8067,2.69,1528,4429,510,0,1512,46,0
23060600,6346,2.78,1074,3885,322,0,993,13,0
23060610,3271,2.2,594,1318,110,0,1164,61,0
23060620,12898,2.6,2267,7067,504,0,2790,172,0
23060630,6538,2.47,1042,3389,281,0,1683,97,0
23060640,7723,2.44,1354,3756,357,0,2118,54,0
23060650,13302,2.55,1973,7487,424,0,3177,119,0
23060660,7024,2.32,1272,3178,282,0,2138,106,0
23060670,6575,2.58,1147,3593,298,0,1407,68,0
23060680,11786,2.66,1883,6850,453,0,2395,67,0
23060690,4715,2.75,938,2573,198,0,917,40,0
23060700,5226,2.37,891,2521,213,0,1510,32,0
23060710,10475,2.2,1672,4383,380,0,3746,247,0
23060720,9852,2.94,1437,6428,472,0,1411,19,0
23070510,9432,2.6,1633,5152,426,0,2045,99,0
23070520,10868,2.69,1935,6296,519,0,1959,82,0
23070530,9108,2.21,1323,3776,238,0,3491,204,0
23070540,6684,2.23,1052,2873,193,0,2358,158,0
23070550,7891,2.48,1270,4319,197,0,1874,133,0
23070560,10401,2.67,1685,6113,442,0,1932,111,0
23070570,8116,2.36,1360,3962,249,0,2318,144,0
23070580,11088,2.66,1654,6321,416,0,2440,128,0
23070610,14057,2.37,2238,6928,388,0,4139,215,0
23070620,8105,2.87,1062,4776,320,0,1696,160,0
23070630,7758,2.67,1350,4341,377,0,1515,81,0
23070640,9350,2.72,1575,5419,520,0,1683,70,0
23080510,17352,2.54,2900,8855,681,0,4440,352,0
23080530,15823,2.56,2627,8110,611,0,3989,369,0
23080540,10222,2.48,1671,5401,339,0,2621,96,0
23080550,2683,2.35,521,1266,81,0,738,52,0
23080560,3845,2.46,695,1960,153,0,930,90,0
23080580,9433,2.31,1684,4235,353,0,2902,167,0
23080590,5554,2.33,1047,2552,236,0,1572,91,0
23080600,6119,2.36,1027,2966,228,0,1732,117,0
23080620,5040,2.24,892,2207,169,0,1586,164,0
23080630,7134,2.77,1270,4278,387,0,1105,35,0
23080640,6801,2.33,1319,3227,213,0,1903,87,0
23080650,4448,2.37,852,2092,110,0,1288,46,0
23080730,11620,2.67,2052,6578,593,0,2209,76,0
23080740,10729,2.74,1515,6249,493,0,2228,102,0
23080780,15851,2.85,2181,9834,745,0,2826,111,0
23080790,5484,3.25,737,3859,408,0,417,0,0
23080791,2661,2.84,503,1697,81,0,320,20,0
23080800,12509,2.5,2062,6207,486,0,3381,258,0
23080810,7968,2.68,1377,4462,393,0,1613,66,0
23080820,8611,2.71,1257,4845,391,0,1946,106,0
23080840,8507,2.74,1497,4790,482,0,1573,81,0
23080850,9789,2.76,1520,5801,480,0,1792,125,0
23080860,7480,2.97,1194,4594,513,0,1069,37,0
23090520,5813,2.37,1079,2580,292,0,1651,182,0
23090540,7000,2.3,1265,3183,322,0,2015,173,0
23090560,7632,2.26,1318,3222,314,0,2609,117,0
23090570,3665,1.98,711,1200,103,0,1482,149,0
23090590,16751,2.67,2714,9344,868,0,3502,178,0
23090600,11538,2.82,2045,6291,662,0,2334,107,0
23090610,7472,2.51,1378,3802,294,0,1802,114,0
23090620,9654,2.34,1751,4330,416,0,2865,227,0
23090650,9729,1.97,1355,3224,234,0,4374,513,0
23090660,7606,2.27,1464,3235,384,0,2303,183,0
23090670,3770,2.27,638,1651,175,0,1196,86,0
23090680,6288,2.22,1157,2571,298,0,2082,149,0
23090690,7613,2.22,1204,3281,290,0,2585,207,0
23090700,9028,2.47,1494,4412,362,0,2466,237,0
23090710,5420,2.33,1017,2451,264,0,1526,125,0
23090720,8377,2.5,1510,4329,371,0,1985,115,0
23090730,5885,2.55,1079,2986,352,0,1379,54,0
23090740,6224,2.08,811,2295,207,0,2608,283,0
23090750,5775,2.28,1052,2527,207,0,1782,184,0
23090760,10323,1.85,1374,2477,332,0,5745,363,0
23090770,10677,2.38,1830,5091,426,0,3094,133,0
23310110,8595,2.44,2033,3489,503,0,2352,161,0
23310310,2807,2.53,792,1157,182,0,623,29,0
23310320,1936,2.43,723,539,114,0,528,10,0
23310330,2636,2.35,824,821,197,0,718,61,0
23310340,1847,2.11,657,491,105,0,564,5,0
23310350,1608,2.37,593,435,78,0,469,5,0
23310360,1308,2.02,464,316,49,0,437,35,0
23310370,1673,2.17,630,413,105,0,482,30,0
23310380,812,2.09,306,195,39,0,253,8,0
23310390,1268,2.29,413,377,97,0,357,6,0
23310400,1269,2.07,419,348,72,0,409,12,0
23310410,960,2.02,257,243,61,0,382,5,0
23310420,329,1.79,100,74,6,0,138,11,0
23320310,917,2.04,242,216,45,0,383,28,0
23320320,772,2.04,141,230,34,0,310,53,0
23320330,2253,2.06,417,619,69,0,879,261,0
23320340,644,1.9,196,138,21,0,258,24,0
23320350,902,1.72,227,206,29,0,398,31,0
23320360,594,1.93,156,133,29,0,253,20,0
23320370,2780,2.01,606,789,105,0,1181,81,0
24010510,2818,1.56,431,434,0,0,1806,132,0
24010540,2176,1.77,380,489,53,0,1189,58,0
24010560,3497,1.79,525,810,57,0,1980,97,0
24010580,3356,2.45,773,1493,133,0,908,20,0
24010590,3874,2.14,770,1455,127,0,1416,74,0
24010610,4359,2.38,1004,1907,215,0,1162,33,0
24010620,2592,1.85,359,719,58,0,1398,49,0
24010630,2403,2.02,372,716,105,0,1149,47,0
24010640,2456,2.28,255,328,23,0,1749,91,0
24010680,3727,2.27,783,1504,113,0,1278,39,0
24010710,4852,2.48,1299,2000,255,0,1227,43,0
24010720,3318,2.46,747,1548,110,0,853,23,0
24010730,5526,2.48,1165,2612,159,0,1475,37,0
24020510,1873,2.12,431,621,64,0,713,37,0
24020530,1982,2.33,401,871,78,0,586,28,0
24020540,5124,1.91,904,1561,117,0,2453,56,0
24020550,2511,1.99,438,795,78,0,1160,11,0
24020560,3840,2.14,736,1451,79,0,1472,56,0
24020570,4564,2.44,672,2140,112,0,1536,51,0
24020580,11204,2.15,1771,4269,283,0,4664,110,0
24020590,11847,1.98,1824,4061,276,0,5418,174,0
24020600,7242,2.09,1248,2519,222,0,3085,133,0
24020610,7739,2.68,1503,4372,251,0,1518,12,0
24020620,4136,2.42,854,1935,176,0,1113,12,0
24020630,6161,2.51,1339,3215,197,0,1333,7,0
24020640,2106,2.56,520,802,75,0,652,35,0
24020660,11047,2.25,1694,4728,257,0,4011,238,0
24020661,1905,2.78,378,1111,107,0,291,0,0
24020670,14583,2.53,2310,7742,393,0,3918,66,0
24020680,8508,2.39,1538,4089,260,0,2522,34,0
24020690,10242,2.76,1642,6243,337,0,1900,12,0
24020700,6275,2.56,958,3597,185,0,1466,5,0
24030510,3080,2.44,574,1452,116,0,890,27,0
24030520,2878,2.4,558,1356,107,0,805,29,0
24030530,3762,2.38,770,1763,154,0,1012,29,0
24030540,2637,2,482,851,88,0,1129,80,0
24030570,3456,2.15,697,1318,121,0,1214,84,0
24030600,4188,2.12,757,1546,150,0,1672,24,0
24030610,3115,2.09,576,1211,81,0,1195,17,0
24030620,4931,2.52,973,2610,210,0,1083,18,0
24030630,2970,2.12,510,1062,90,0,1243,48,0
24030640,7932,2.45,1445,3846,264,0,2258,31,0
24030650,3626,2.3,743,1521,148,0,1152,24,0
24030660,18728,2.55,3287,9415,709,0,5122,73,0
24030670,6584,2.75,1142,3617,202,0,1513,16,0
24030680,6401,2.25,1032,2816,237,0,2209,36,0
24030690,9608,2.9,1758,5887,423,0,1413,15,0
24030700,2276,2.33,563,889,156,0,632,23,0
24040510,2556,1.77,479,656,26,0,1320,41,0
24040520,3255,2.12,599,1060,108,0,1397,73,0
24040530,2214,2,384,710,73,0,995,33,0
24040540,1692,1.93,300,419,48,0,867,56,0
24040550,3469,2.41,802,1488,117,0,992,31,0
24040560,5449,1.96,898,1568,120,0,2671,140,0
24040570,17560,2.43,2847,7121,513,0,6742,209,0
24040580,7546,2.65,1495,3928,322,0,1710,34,0
24040590,6084,2.17,1140,2253,190,0,2410,25,0
24040600,6013,2.62,1199,3099,178,0,1416,59,0
24040610,8802,2.53,1675,4573,251,0,2173,26,0
24040620,5235,2.03,932,1805,173,0,2238,41,0
24040630,2866,2.33,437,1133,97,0,1131,44,0
24040640,8270,2.25,1602,3567,244,0,2735,35,0
24040650,6345,2.61,1265,3460,246,0,1328,0,0
24040660,7092,2.32,1296,3327,167,0,2178,50,0
24040670,3530,2.46,713,1415,141,0,1191,25,0
24040680,6950,2.37,1377,3177,237,0,2040,35,0
24040690,7238,1.89,1076,2388,157,0,3452,98,0
24040700,5621,2.53,874,2936,145,0,1524,65,0
24040710,5267,2.65,949,2983,209,0,1054,14,0
24040720,5032,2.25,842,2113,174,0,1801,50,0
24040730,6357,1.97,1021,2193,141,0,2863,111,0
24040740,1046,2.28,293,380,60,0,285,20,0
24040780,11042,2.71,1758,6595,311,0,2227,29,0
24040790,12231,2.84,1834,6948,300,0,2939,60,0
24040791,5857,2.77,910,3476,169,0,1202,22,0
24040800,14140,2.47,2327,7012,382,0,4122,151,0
24050510,4415,2.44,770,2119,184,0,1240,72,0
24050520,2914,2.12,640,1074,87,0,1025,62,0
24050540,6273,2.43,1049,3152,163,0,1748,69,0
24050550,1892,2.44,406,883,87,0,492,13,0
24050560,12850,2.58,2038,6524,278,0,3723,144,0
24050580,11081,2.1,1527,4409,147,0,4679,191,0
24050590,4793,2.37,797,2312,133,0,1463,41,0
24050600,6595,2.49,1060,3414,172,0,1807,67,0
24050610,3208,2.27,557,1310,89,0,1119,116,0
24050630,9198,2.65,1223,4808,273,0,2752,74,0
24050640,915,2.06,272,270,20,0,315,17,0
24050650,798,2.17,208,276,48,0,247,15,0
24050660,2413,1.84,458,510,63,0,1309,52,0
24050670,943,2.81,291,227,47,0,343,21,0
24050680,880,2.18,257,252,30,0,312,22,0
24050690,8594,2.78,1538,5069,298,0,1543,69,0
24050700,16988,2.57,2330,8829,385,0,4988,248,0
24050710,11577,2.65,1712,6761,238,0,2627,112,0
24050730,12904,2.65,1578,7110,278,0,3574,207,0
24050740,7834,2.66,1079,4411,249,0,1917,123,0
24050750,27320,2.76,3092,16820,847,0,6103,206,0
25010530,9699,2.68,1750,5395,428,0,1982,71,0
25010550,5230,2.37,1154,2312,108,0,1538,31,0
25010560,4756,1.76,713,1417,83,0,2465,29,0
25010570,9096,2.2,1266,2999,228,0,4424,76,0
25010600,7840,1.69,865,1501,132,0,5170,123,0
25010630,6358,2.14,1117,2348,206,0,2559,73,0
25010640,8828,2.27,1442,3518,246,0,3436,86,0
25010650,10296,1.95,1455,3279,208,0,5051,216,0
25010680,5518,2.06,797,2020,140,0,2417,98,0
25010730,972,2.63,289,359,59,0,236,20,0
25010750,7826,2.7,1581,3982,385,0,1771,32,0
25010760,2344,1.88,443,528,51,0,1210,100,0
25010770,5032,2.35,1092,2249,196,0,1415,49,0
25010780,5883,2.51,1157,2887,239,0,1500,54,0
25010790,5041,2.38,932,2299,208,0,1506,55,0
25010800,5999,2.35,1247,2578,274,0,1794,49,0
25020510,8492,1.93,1176,2561,183,0,4258,264,0
25020530,4849,2.98,727,3038,265,0,768,14,0
25020540,5905,2.24,1010,2594,179,0,2012,23,0
25020550,6071,2.22,994,2162,152,0,2557,136,0
25020560,2138,2.16,427,748,91,0,834,27,0
25020570,6616,2.32,1460,2822,282,0,1921,65,0
25020580,2604,1.99,482,787,97,0,1155,74,0
25020590,2866,2.27,538,1202,126,0,953,10,0
25020600,4603,2.11,773,1612,127,0,1993,58,0
25020620,4288,2.29,918,1810,162,0,1337,41,0
25020630,4899,2.72,934,2782,266,0,871,10,0
25020640,9281,2.74,2030,5151,564,0,1450,31,0
25020650,3064,2.02,533,1075,102,0,1277,56,0
25020660,5591,2.35,1162,2430,268,0,1646,40,0
25020670,8284,2.65,1603,4456,414,0,1712,35,0
25020680,5507,2.3,1011,2394,220,0,1790,31,0
